meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1239,9550,16,14,2024-06-30T13:19:03.087000+00:00,17.932,32.807,21.913,299.0,222.0,False,72.652,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",287.0
1239,9550,1,15,2024-06-30T13:19:29.084000+00:00,17.814,31.671,21.543,,228.0,False,71.028,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",293.0
1239,9550,4,15,2024-06-30T13:19:34.567000+00:00,17.766,31.726,21.512,298.0,229.0,False,71.004,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0
1239,9550,63,15,2024-06-30T13:19:38.150000+00:00,17.784,32.044,21.643,301.0,228.0,False,71.471,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0
1239,9550,44,15,2024-06-30T13:19:41.523000+00:00,17.849,32.092,21.723,,225.0,False,71.664,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,11,15,2024-06-30T13:19:46.525000+00:00,17.852,32.133,21.813,296.0,221.0,False,71.798,"[None, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",288.0
1239,9550,16,15,2024-06-30T13:20:15.784000+00:00,17.703,32.127,21.898,307.0,223.0,False,71.728,"[2049, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,1,16,2024-06-30T13:20:40.123000+00:00,17.776,31.663,21.518,295.0,226.0,False,70.957,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",293.0
1239,9550,4,16,2024-06-30T13:20:45.603000+00:00,17.839,31.83,21.664,,229.0,False,71.333,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,63,16,2024-06-30T13:20:49.544000+00:00,17.831,31.915,21.636,300.0,228.0,False,71.382,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0
1239,9550,44,16,2024-06-30T13:20:53.245000+00:00,17.787,32.092,21.636,296.0,228.0,False,71.515,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,11,16,2024-06-30T13:20:58.298000+00:00,17.934,32.067,21.939,294.0,224.0,False,71.94,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",287.0
1239,9550,16,16,2024-06-30T13:21:27.399000+00:00,17.952,32.138,25.114,292.0,221.0,False,75.204,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",292.0
1239,9550,1,17,2024-06-30T13:21:51.073000+00:00,17.788,31.614,21.579,293.0,229.0,False,70.981,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",295.0
1239,9550,4,17,2024-06-30T13:21:56.871000+00:00,17.829,31.707,21.613,294.0,228.0,False,71.149,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0
1239,9550,63,17,2024-06-30T13:22:00.965000+00:00,17.824,31.93,21.705,297.0,229.0,False,71.459,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,44,17,2024-06-30T13:22:04.711000+00:00,17.858,32.073,21.683,292.0,226.0,False,71.614,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0
1239,9550,11,17,2024-06-30T13:22:10.222000+00:00,17.904,32.06,21.901,290.0,218.0,False,71.865,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",289.0
1239,9550,16,17,2024-06-30T13:22:42.623000+00:00,34.856,31.838,21.832,294.0,225.0,True,88.526,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",293.0
1239,9550,1,18,2024-06-30T13:23:02.059000+00:00,17.815,31.854,21.695,294.0,225.0,False,71.364,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",297.0
1239,9550,4,18,2024-06-30T13:23:08.109000+00:00,17.75,31.882,21.626,,226.0,False,71.258,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0
1239,9550,63,18,2024-06-30T13:23:12.511000+00:00,17.786,32.03,21.481,298.0,228.0,False,71.297,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",296.0
1239,9550,44,18,2024-06-30T13:23:16.355000+00:00,17.769,32.092,21.656,294.0,225.0,False,71.517,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",297.0
1239,9550,11,18,2024-06-30T13:23:21.986000+00:00,17.872,32.028,21.777,292.0,221.0,False,71.677,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",288.0
1239,9550,16,18,2024-06-30T13:24:11.209000+00:00,17.763,31.797,21.639,292.0,223.0,False,71.199,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",289.0
1239,9550,1,19,2024-06-30T13:24:13.484000+00:00,17.78,32.01,21.725,296.0,228.0,False,71.515,"[2049, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,4,19,2024-06-30T13:24:19.429000+00:00,17.808,32.155,21.695,297.0,228.0,False,71.658,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",293.0
1239,9550,63,19,2024-06-30T13:24:23.717000+00:00,17.794,32.113,21.662,295.0,227.0,False,71.569,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",290.0
1239,9550,44,19,2024-06-30T13:24:27.775000+00:00,17.99,32.411,21.751,,225.0,False,72.152,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,11,19,2024-06-30T13:24:33.755000+00:00,17.922,32.13,21.892,,223.0,False,71.944,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",287.0
1239,9550,16,19,2024-06-30T13:25:22.414000+00:00,17.749,31.789,21.619,295.0,222.0,False,71.157,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,20,2024-06-30T13:25:24.996000+00:00,17.805,32.07,21.673,293.0,223.0,False,71.548,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,4,20,2024-06-30T13:25:31.061000+00:00,17.795,31.902,21.591,296.0,226.0,False,71.288,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0
1239,9550,63,20,2024-06-30T13:25:35.281000+00:00,17.854,32.068,21.609,299.0,225.0,False,71.531,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",293.0
1239,9550,44,20,2024-06-30T13:25:39.879000+00:00,17.907,32.213,21.748,,225.0,False,71.868,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",295.0
1239,9550,11,20,2024-06-30T13:25:45.882000+00:00,17.886,32.289,21.827,291.0,219.0,False,72.002,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",287.0
1239,9550,16,20,2024-06-30T13:26:33.662000+00:00,17.733,31.779,21.529,,225.0,False,71.041,"[None, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",293.0
1239,9550,1,21,2024-06-30T13:26:36.421000+00:00,17.882,31.893,21.525,295.0,227.0,False,71.3,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",299.0
1239,9550,4,21,2024-06-30T13:26:42.250000+00:00,17.824,31.966,21.617,,226.0,False,71.407,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,63,21,2024-06-30T13:26:46.890000+00:00,17.904,32.147,21.59,297.0,228.0,False,71.641,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,44,21,2024-06-30T13:26:51.876000+00:00,17.934,32.093,25.703,301.0,225.0,False,75.73,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2064, 2064, 2064]",301.0
1239,9550,11,21,2024-06-30T13:26:57.645000+00:00,18.191,32.371,25.721,,223.0,False,76.283,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",287.0
1239,9550,16,21,2024-06-30T13:27:44.645000+00:00,17.708,31.715,21.529,293.0,224.0,False,70.952,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,22,2024-06-30T13:27:47.818000+00:00,17.909,31.954,21.686,292.0,227.0,False,71.549,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,4,22,2024-06-30T13:27:53.703000+00:00,17.679,31.868,21.682,,227.0,False,71.229,"[2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",293.0
1239,9550,63,22,2024-06-30T13:27:58.455000+00:00,17.891,32.111,25.075,,225.0,False,75.077,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",294.0
1239,9550,44,22,2024-06-30T13:28:07.621000+00:00,34.646,31.229,21.039,295.0,233.0,True,86.914,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2049, 2048, 2049]","[2049, 2049, 2048, 2049, 2051, 2049, 2048]",290.0
1239,9550,11,22,2024-06-30T13:28:13.924000+00:00,34.633,31.882,21.409,299.0,226.0,True,87.924,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049]","[2049, 2049, 2049, 2048, 2048, 2048, 2048]",289.0
1239,9550,16,22,2024-06-30T13:28:55.587000+00:00,17.626,31.475,21.538,295.0,224.0,False,70.639,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,1,23,2024-06-30T13:28:59.266000+00:00,17.835,31.788,25.056,293.0,226.0,False,74.679,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",297.0
1239,9550,4,23,2024-06-30T13:29:04.939000+00:00,17.795,31.937,25.305,,226.0,False,75.037,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",295.0
1239,9550,63,23,2024-06-30T13:29:13.503000+00:00,34.824,31.03,20.915,296.0,232.0,True,86.769,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2051, 2049, 2049]","[2049, 2048, 2048, 2051, 2049, 2051, 2051]",291.0
1239,9550,44,23,2024-06-30T13:29:34.469000+00:00,17.572,31.277,21.282,293.0,231.0,False,70.131,"[2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]",294.0
1239,9550,11,23,2024-06-30T13:29:41.873000+00:00,17.673,31.528,21.616,293.0,223.0,False,70.817,"[2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,16,23,2024-06-30T13:30:06.162000+00:00,17.589,31.557,21.354,298.0,229.0,False,70.5,"[None, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]",295.0
1239,9550,1,24,2024-06-30T13:30:14.002000+00:00,35.236,31.084,21.074,291.0,234.0,True,87.394,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",293.0
1239,9550,4,24,2024-06-30T13:30:19.955000+00:00,35.225,31.897,21.137,266.0,231.0,True,88.259,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",304.0
1239,9550,63,24,2024-06-30T13:30:40.397000+00:00,17.446,31.068,21.049,299.0,234.0,False,69.563,"[2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2048]",293.0
1239,9550,44,24,2024-06-30T13:30:44.565000+00:00,17.782,31.477,21.037,289.0,231.0,False,70.296,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2049, 2048]",286.0
1239,9550,11,24,2024-06-30T13:30:52.642000+00:00,17.349,31.657,21.486,314.0,225.0,False,70.492,"[None, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",302.0
1239,9550,16,24,2024-06-30T13:31:16.656000+00:00,17.736,31.623,21.263,296.0,224.0,False,70.622,"[None, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2049]",292.0
1239,9550,1,25,2024-06-30T13:31:41.437000+00:00,17.436,31.211,21.119,295.0,231.0,False,69.766,"[2048, 2049, 2051, 2049, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2051]",294.0
1239,9550,4,25,2024-06-30T13:31:48.246000+00:00,17.497,30.931,21.006,296.0,234.0,False,69.434,"[2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2051, 2049, 2048, 2049, 2049, 2049]","[2048, 2051, 2048, 2048, 2048, 2048, 2049]",292.0
1239,9550,63,25,2024-06-30T13:31:49.956000+00:00,17.439,31.325,21.028,297.0,230.0,False,69.792,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0
1239,9550,44,25,2024-06-30T13:31:54.910000+00:00,17.632,31.493,21.132,292.0,229.0,False,70.257,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]",291.0
1239,9550,11,25,2024-06-30T13:32:03.199000+00:00,17.734,31.685,21.341,293.0,223.0,False,70.76,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2049, 2048, 2048, 2048]",288.0
1239,9550,16,25,2024-06-30T13:32:27.307000+00:00,17.568,31.703,21.188,300.0,228.0,False,70.459,"[None, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2049]",295.0
1239,9550,1,26,2024-06-30T13:32:51.037000+00:00,17.247,31.135,21.124,294.0,230.0,False,69.506,"[2049, 2051, 2051, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",289.0
1239,9550,4,26,2024-06-30T13:32:57.779000+00:00,17.554,31.129,21.009,295.0,229.0,False,69.692,"[None, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2051, 2048, 2048, 2048, 2048]",289.0
1239,9550,63,26,2024-06-30T13:32:59.665000+00:00,,31.487,21.111,,227.0,False,70.037,"[None, 2048, 2048, 2049, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",288.0
1239,9550,44,26,2024-06-30T13:33:05.096000+00:00,17.622,31.504,21.248,,225.0,False,70.374,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]",288.0
1239,9550,11,26,2024-06-30T13:33:13.925000+00:00,17.625,31.436,21.586,296.0,223.0,False,70.647,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",288.0
1239,9550,16,26,2024-06-30T13:33:37.784000+00:00,17.533,31.55,21.226,299.0,227.0,False,70.309,"[None, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",292.0
1239,9550,1,27,2024-06-30T13:34:00.682000+00:00,17.525,30.976,20.95,295.0,234.0,False,69.451,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]",289.0
1239,9550,4,27,2024-06-30T13:34:07.197000+00:00,17.512,31.199,20.969,297.0,233.0,False,69.68,"[None, 2048, 2049, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2051, 2048, 2048, 2048, 2048, 2049]",290.0
1239,9550,63,27,2024-06-30T13:34:09.655000+00:00,17.471,31.355,21.038,299.0,228.0,False,69.864,"[None, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",292.0
1239,9550,44,27,2024-06-30T13:34:15.424000+00:00,17.645,31.392,21.217,296.0,230.0,False,70.254,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,11,27,2024-06-30T13:34:24.663000+00:00,17.207,31.875,21.443,316.0,224.0,False,70.525,"[2049, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",316.0
1239,9550,16,27,2024-06-30T13:34:48.117000+00:00,17.752,31.772,21.202,297.0,225.0,False,70.726,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2048, 2048, 2048]",292.0
1239,9550,1,28,2024-06-30T13:35:10.153000+00:00,17.494,31.122,20.965,294.0,230.0,False,69.581,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",288.0
1239,9550,4,28,2024-06-30T13:35:17.095000+00:00,17.541,31.096,21.079,295.0,232.0,False,69.716,"[None, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",290.0
1239,9550,63,28,2024-06-30T13:35:19.630000+00:00,17.595,31.509,20.981,296.0,229.0,False,70.085,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049]",291.0
1239,9550,44,28,2024-06-30T13:35:25.721000+00:00,17.621,31.414,21.113,295.0,228.0,False,70.148,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",292.0
1239,9550,11,28,2024-06-30T13:35:35.035000+00:00,17.772,31.774,21.425,290.0,222.0,False,70.971,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]",285.0
